fact_id,question,template,gold_answer,direct_model_answer,relative_model_answer,direct_correct,relative_correct,model
run_0025,List the events that occur between Equal Pay Act Signed and Euro currency introduced.,list.between,"Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard","First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard","Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard",0,1,gemini:gemini-2.0-flash
run_0026,What is the chronological sequence of events?,order.full,"First Man on the Moon, Hindenburg disaster, First Electric Tram Introduced, Human genome project completed, Civil Rights Act signed, Hurricane Katrina, First satellite launched, Tang dynasty issues paper money, Americans with Disabilities Act, Bretton Woods Conference held, First Wimbledon tournament, First IVF baby born, Naomi Osaka wins US Open, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask, Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act, Introduction of High-Speed Rail","First Electric Tram Introduced, Hindenburg disaster, First Man on the Moon, Human genome project completed, Civil Rights Act signed, Hurricane Katrina, First satellite launched, Tang dynasty issues paper money, Americans with Disabilities Act, Bretton Woods Conference held, First Wimbledon tournament, First IVF baby born, Naomi Osaka wins US Open, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask, Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act, Introduction of High-Speed Rail","Naomi Osaka wins US Open, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask, Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act, Introduction of High-Speed Rail",0,0,gemini:gemini-2.0-flash
run_0026,What is the reverse order of the events?,order.reverse,"Introduction of High-Speed Rail, Individuals with Disabilities Education Act, Leicester City wins Premier League, Don't Ask, Don't Tell Repealed, New Horizons launched to Pluto, Federal Reserve Act signed, First Podcast Released, First spacecraft to fly by Uranus, Naomi Osaka wins US Open, First IVF baby born, First Wimbledon tournament, Bretton Woods Conference held, Americans with Disabilities Act, Tang dynasty issues paper money, First satellite launched, Hurricane Katrina, Civil Rights Act signed, Human genome project completed, First Electric Tram Introduced, Hindenburg disaster, First Man on the Moon","Introduction of High-Speed Rail, Individuals with Disabilities Education Act, Leicester City wins Premier League, Don't Ask, Don't Tell Repealed, New Horizons launched to Pluto, Federal Reserve Act signed, First Podcast Released, First spacecraft to fly by Uranus, Naomi Osaka wins US Open, First IVF baby born, First Wimbledon tournament, Bretton Woods Conference held, Americans with Disabilities Act, Tang dynasty issues paper money, First satellite launched, Hurricane Katrina, Civil Rights Act signed, Human genome project completed, First Electric Tram Introduced, Hindenburg disaster, First Man on the Moon","Introduction of High-Speed Rail, Leicester City wins Premier League, Don't Ask, Don't Tell Repealed, New Horizons launched to Pluto, Bretton Woods Conference held, Americans with Disabilities Act, First IVF baby born, Naomi Osaka wins US Open, First Wimbledon tournament, Tang dynasty issues paper money, First spacecraft to fly by Uranus, First Podcast Released, First satellite launched, Hurricane Katrina, Civil Rights Act signed, Human genome project completed, First Electric Tram Introduced, Hindenburg disaster, First Man on the Moon, Federal Reserve Act signed, Individuals with Disabilities Education Act",1,0,gemini:gemini-2.0-flash
run_0026,Which event is the 6th in the sequence?,order.nth,Hurricane Katrina,Naomi Osaka wins US Open,First Electric Tram Introduced,0,0,gemini:gemini-2.0-flash
run_0026,"For how many days did Don't Ask, Don't Tell Repealed occur?",dur.single,15 days,15 days,15 days,1,1,gemini:gemini-2.0-flash
run_0026,What event had the maximum duration?,dur.longest,First Podcast Released,New Horizons launched to Pluto,First Podcast Released,0,1,gemini:gemini-2.0-flash
run_0026,What event had the minimum duration?,dur.shortest,Hindenburg disaster,First spacecraft to fly by Uranus,"First spacecraft to fly by Uranus, Hindenburg disaster",0,0,gemini:gemini-2.0-flash
run_0026,"Between Individuals with Disabilities Education Act and Americans with Disabilities Act, which happened earlier?",order.first,Americans with Disabilities Act,Americans with Disabilities Act,Individuals with Disabilities Education Act,1,0,gemini:gemini-2.0-flash
run_0026,What is the first and last event?,order.first_last,"First Man on the Moon, Introduction of High-Speed Rail","First Electric Tram Introduced, Introduction of High-Speed Rail","First Man on the Moon, Introduction of High-Speed Rail",0,1,gemini:gemini-2.0-flash
run_0026,List events with frequency > 1.,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0026,Which events have the same occurrence count?,count.same,"First Man on the Moon, Hindenburg disaster, First Electric Tram Introduced, Human genome project completed, Civil Rights Act signed, Hurricane Katrina, First satellite launched, Tang dynasty issues paper money, Americans with Disabilities Act, Bretton Woods Conference held, First Wimbledon tournament, First IVF baby born, Naomi Osaka wins US Open, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask, Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act, Introduction of High-Speed Rail","First spacecraft to fly by Uranus, Hindenburg disaster",,0,0,gemini:gemini-2.0-flash
run_0026,Interval between Individuals with Disabilities Education Act end and Bretton Woods Conference held start?,int.between,0 days,229 days,36 days,0,0,gemini:gemini-2.0-flash
run_0026,How many events are there?,order.count,21,21,21,1,1,gemini:gemini-2.0-flash
run_0026,Which event is in the middle of the sequence?,order.middle,First Wimbledon tournament,Americans with Disabilities Act,First Electric Tram Introduced,0,0,gemini:gemini-2.0-flash
run_0026,"On average, how many days did events last?",dur.average,14 days,16 days,13 days,0,1,gemini:gemini-2.0-flash
run_0026,"Which events, sorted by increasing duration, occurred?",dur.each_asc,"Hindenburg disaster, First spacecraft to fly by Uranus, Leicester City wins Premier League, First IVF baby born, Civil Rights Act signed, Hurricane Katrina, Naomi Osaka wins US Open, Bretton Woods Conference held, First Wimbledon tournament, First satellite launched, Americans with Disabilities Act, First Electric Tram Introduced, Don't Ask, Don't Tell Repealed, Introduction of High-Speed Rail, Tang dynasty issues paper money, First Man on the Moon, Human genome project completed, Federal Reserve Act signed, Individuals with Disabilities Education Act, First Podcast Released, New Horizons launched to Pluto","First spacecraft to fly by Uranus, Hindenburg disaster, First IVF baby born, Naomi Osaka wins US Open, Hurricane Katrina, Bretton Woods Conference held, First Wimbledon tournament, Don't Ask, Don't Tell Repealed, First satellite launched, Tang dynasty issues paper money, Americans with Disabilities Act, New Horizons launched to Pluto, Individuals with Disabilities Education Act, Federal Reserve Act signed, Leicester City wins Premier League, First Electric Tram Introduced, Human genome project completed, First Podcast Released, Introduction of High-Speed Rail","First spacecraft to fly by Uranus, Hindenburg disaster, Leicester City wins Premier League, First IVF baby born, Civil Rights Act signed, Hurricane Katrina, First Wimbledon tournament, First satellite launched, Americans with Disabilities Act, Don't Ask, Don't Tell Repealed, First Electric Tram Introduced, Introduction of High-Speed Rail, Tang dynasty issues paper money, Bretton Woods Conference held, Naomi Osaka wins US Open, Human genome project completed, Federal Reserve Act signed, New Horizons launched to Pluto, First Podcast Released, Individuals with Disabilities Education Act, First Man on the Moon",0,0,gemini:gemini-2.0-flash
run_0026,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"First Podcast Released, New Horizons launched to Pluto, Individuals with Disabilities Education Act, Federal Reserve Act signed, Human genome project completed, First Man on the Moon, Tang dynasty issues paper money, First Electric Tram Introduced, Don't Ask, Don't Tell Repealed, Introduction of High-Speed Rail, Americans with Disabilities Act, First satellite launched, First Wimbledon tournament, Bretton Woods Conference held, Civil Rights Act signed, Hurricane Katrina, Naomi Osaka wins US Open, First IVF baby born, Leicester City wins Premier League, Hindenburg disaster, First spacecraft to fly by Uranus","New Horizons launched to Pluto, Federal Reserve Act signed, First Podcast Released, Individuals with Disabilities Education Act, Americans with Disabilities Act, Tang dynasty issues paper money, Don't Ask, Don't Tell Repealed, First Wimbledon tournament, Bretton Woods Conference held, Hurricane Katrina, Naomi Osaka wins US Open, First IVF baby born, Leicester City wins Premier League, Introduction of High-Speed Rail, First satellite launched, Human genome project completed, Civil Rights Act signed, First Electric Tram Introduced, First spacecraft to fly by Uranus, Hindenburg disaster","First Podcast Released, New Horizons launched to Pluto, Human genome project completed, Federal Reserve Act signed, Individuals with Disabilities Education Act, Tang dynasty issues paper money, Don't Ask, Don't Tell Repealed, First Electric Tram Introduced, Introduction of High-Speed Rail, First satellite launched, Americans with Disabilities Act, First Wimbledon tournament, Hurricane Katrina, Naomi Osaka wins US Open, Civil Rights Act signed, First IVF baby born, Leicester City wins Premier League, First spacecraft to fly by Uranus, Hindenburg disaster",0,0,gemini:gemini-2.0-flash
run_0026,What are the time intervals between consecutive events?,int.between_consecutive,"7 days, 10 days, 4 days, 14 days, 5 days, 8 days, 14 days, 5 days, 10 days, 3 days, 16 days, 0 days, 5 days, 0 days, 9 days, 16 days, 18 days, 15 days, 7 days, 13 days","First satellite launched, Tang dynasty issues paper money, Americans with Disabilities Act, Bretton Woods Conference held, First Wimbledon tournament, First IVF baby born, Naomi Osaka wins US Open, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask, Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act, Introduction of High-Speed Rail","1, 6, 9, 11, 5, 15, 17, 19, 16, 14",0,0,gemini:gemini-2.0-flash
run_0026,Does Human genome project completed occur before Bretton Woods Conference held?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
run_0026,Identify events between Americans with Disabilities Act and First Electric Tram Introduced.,list.between,"Human genome project completed, Civil Rights Act signed, Hurricane Katrina, First satellite launched, Tang dynasty issues paper money","Bretton Woods Conference held, First Wimbledon tournament, Naomi Osaka wins US Open, First IVF baby born, First spacecraft to fly by Uranus, First Podcast Released, Federal Reserve Act signed, New Horizons launched to Pluto, Don't Ask Don't Tell Repealed, Leicester City wins Premier League, Individuals with Disabilities Education Act",Bretton Woods Conference held,0,0,gemini:gemini-2.0-flash
